mean
1.558558071
1.563617379
1.56194341
1.55625733
1.557037404
1.558685911
1.558823709
1.561442385
1.560413306
1.557329956
1.558321789
1.5591724
1.558358241
1.557145419
1.559366074
1.560477859
1.5597874
1.558627108
1.557697524
1.559254551
1.557306681
1.558829938
1.559992505
1.559758126
1.556305916
1.560529878
1.557422562
1.559434304
1.556397572
1.558030755
1.558287182
1.55889144
1.55872353
1.558480148
1.557455624
1.556167566
1.554455663
1.559210725
1.558892739
1.55821948
1.556202994
1.557618787
1.557783879
1.558328129
1.557487595
1.556450858
1.558177686
1.556697558
1.559418209
1.556405956
1.559683392
1.558517994
1.557944664
1.556165021
1.557008644
1.558368209
1.558008295
1.556892774
1.556590176
1.557393554
1.558469059
1.55656058
1.560480688
1.559669684
1.55940331
1.557051213
1.558110066
1.559265345
1.558895225
1.55826619
1.55972277
1.558404485
1.558900535
1.558125118
1.559105707
1.557719841
1.558586523
1.557780978
1.556160559
1.558210909
1.556616647
1.559888778
1.555964279
1.558646145
1.557643231
1.559552169
1.557412349
1.559840833
1.559362937
1.56013562
1.558038459
1.55953211
1.55879397
1.556027557
1.559958531
1.556947638
1.556743254
1.559904659
1.560395126
1.562066236
