mean
1.558792693
1.561679428
1.557099517
1.558098389
1.558836435
1.556927511
1.557361397
1.558344506
1.557931093
1.559145275
1.559564543
1.557885971
1.557843935
1.559039912
1.557988756
1.558117519
1.558211297
1.557410828
1.5588202
1.557549514
1.558817724
1.559911233
1.558226999
1.55864901
1.55657407
1.556654307
1.559281124
1.559375829
1.55971991
1.5591423
