runtime
1.501433333
1.674066667
1.851066667
1.805133333
1.747083333
1.615416667
1.622983333
1.659533333
1.56945
1.61535
1.6248
1.614066667
1.894916667
1.719316667
1.690166667
1.735283333
1.875066667
1.557783333
1.772333333
1.6559
1.62955
1.663633333
1.637166667
1.5803
1.631033333
1.723433333
1.719166667
1.781633333
1.911016667
1.690166667
1.491433333
1.707883333
1.9806
1.839783333
1.948783333
1.690833333
1.788866667
1.5793
1.698066667
1.723516667
1.873316667
1.6135
1.924883333
1.972916667
2.049933333
1.8327
1.818316667
1.818916667
1.700866667
1.668416667
1.787983333
1.859266667
1.839
1.77675
1.669933333
1.7447
1.7733
1.952016667
1.71945
1.995383333
2.170983333
1.906583333
1.655333333
1.709283333
1.987916667
1.808533333
1.643416667
1.812466667
1.654166667
1.650266667
1.922883333
1.964366667
2.2553
3.2684
3.923083333
2.612716667
1.899233333
1.784833333
1.8185
1.825083333
1.814133333
1.8242
1.927133333
1.843416667
1.893866667
2.138216667
1.813866667
1.840666667
2.144733333
2.93625
1.92895
1.731633333
1.708633333
1.7498
1.693983333
1.5874
1.8308
1.574033333
1.956016667
1.7442
