runtime
1.98445
1.969083333
1.807616667
1.743333333
1.7239
1.69765
1.96445
1.870966667
1.812583333
1.74885
2.118633333
1.979416667
1.96925
2.050566667
1.8788
1.764183333
2.0375
1.910766667
2.0098
2.00285
1.935433333
1.952583333
1.859066667
1.806183333
1.891766667
2.134316667
1.849533333
1.999183333
1.98335
1.985183333
