1.4752595233940855e6,1.4754638207997337e6,1.4722194515860023e6,1.4753492582214933e6,1.4749540358109267e6,1.4769028139647043e6,1.4747893763514783e6,1.47702447210951e6,1.4745073947016902e6,1.47552136851734e6,1.4755234312904172e6,1.473525363281428e6,1.4735625226740204e6,1.4736715890112673e6,1.4723943089620287e6,1.4763748698290722e6,1.4746997610677443e6,1.4760223333398039e6,1.4754886943367235e6,1.4745662295998358e6,1.4773079008756203e6,1.4753834186711637e6,1.476593354524904e6,1.4734704006031733e6,1.477048602401032e6,1.4760610920307075e6,1.4743380517311448e6,1.4746082010894853e6,1.4753886498412567e6,1.4769295020407927e6,1.4743925953283338e6,1.4742502729802968e6,1.4753470251528176e6,1.47778199821649e6,1.4752164761445303e6,1.4766421253378575e6,1.4763577445980879e6,1.474344632860599e6,1.476336388857062e6,1.4757185443626752e6,1.4736198671977418e6,1.4727392756433815e6,1.4757917169562755e6,1.4757627942527952e6,1.47267895240824e6,1.473628126842423e6,1.475315022382257e6,1.4758616325220626e6,1.4759873754488425e6,1.4739165761810648e6
1.464862711648165e6,1.4759883879833804e6,1.4746826327400394e6,1.4736079044915603e6,1.4745843840936723e6,1.4752491788573903e6,1.4729383956111253e6,1.4716781740442852e6,1.476779509017277e6,1.4737013143436783e6,1.4746221327038768e6,1.4717624866362505e6,1.4745496231534912e6,1.4747181603873682e6,1.476700795191271e6,1.4772363775493642e6,1.4723190375775392e6,1.47440662346182e6,1.4750835892081405e6,1.4740356308307638e6,1.4722105549714195e6,1.475794424514515e6,1.4722991173736346e6,1.4770560239594916e6,1.4743898127008916e6,1.4724961543950099e6,1.4726934913985885e6,1.4738456982561722e6,1.4744431729350588e6,1.4721562276009638e6,1.4736116588152905e6,1.474307032245213e6,1.4749172105072543e6,1.472851622686145e6,1.4748946416031616e6,1.4739229456891636e6,1.473748646547686e6,1.4714113776636627e6,1.4755724401640182e6,1.4725618503833683e6,1.4746351849482665e6,1.475072850107397e6,1.4741025819697732e6,1.47410001097341e6,1.4764959794019323e6,1.4745365881688115e6,1.4728911699964954e6,1.473731947251788e6,1.47429990994644e6,1.4752976212967401e6
1.4733829066913184e6,1.4726455543731204e6,1.4753315783753938e6,1.4737665168328942e6,1.470397288093047e6,1.473253074324722e6,1.4744577803428525e6,1.4702561691779755e6,1.4714772641928548e6,1.4719499997923465e6,1.4730108569977854e6,1.4759440102881114e6,1.474041228033005e6,1.4723263677940608e6,1.4742295874704823e6,1.4709579629134908e6,1.4735012891824564e6,1.4728604185504166e6,1.4702721244972495e6,1.4733587474953104e6,1.4732790832970135e6,1.4715033542314477e6,1.471192416781732e6,1.4704019091046161e6,1.4706958188157412e6,1.472482993163317e6,1.4751300614211455e6,1.4731314055115278e6,1.4716059699232276e6,1.4727698703350339e6,1.4716875358413383e6,1.4717977733605588e6,1.4739339922111009e6,1.4717499583429652e6,1.472778586899237e6,1.4726371161647215e6,1.47123889807162e6,1.473345392425379e6,1.4730267171751484e6,1.4726715489170176e6,1.473263307547299e6,1.4732996536770922e6,1.4728211973772952e6,1.471117178168516e6,1.4723316944188348e6,1.4720830011430979e6,1.473336080044576e6,1.4726157903708792e6,1.4722505436002605e6,1.473064792257505e6
1.4699052029229396e6,1.4682847193252435e6,1.4792504108644363e6,1.4747851037326895e6,1.474711387697901e6,1.4721932892548076e6,1.47370574886048e6,1.4742145646988135e6,1.4733202979766498e6,1.475237485794136e6,1.4717632194498517e6,1.47285957981015e6,1.473067119625963e6,1.4732555135555207e6,1.476115302351853e6,1.4728328863063091e6,1.4727802995233391e6,1.4736478124814075e6,1.4712656891430882e6,1.472463597287511e6,1.4741428324724745e6,1.4751720120376265e6,1.4719723338158664e6,1.4721128580220612e6,1.474151943808385e6,1.4733149573379885e6,1.472987736239387e6,1.4755979985101067e6,1.4723689240232315e6,1.472896004778358e6,1.4733583449249214e6,1.4719916209675812e6,1.4744594051561158e6,1.4751618900833493e6,1.474954078031266e6,1.4737254876074758e6,1.4757428125883362e6,1.4740459321750505e6,1.4748666570048842e6,1.4742609518145188e6,1.4731350665931948e6,1.4730747615529422e6,1.4745573233682509e6,1.471413847692651e6,1.4721522467244642e6,1.4728453148185548e6,1.473668462069483e6,1.4729921707308155e6,1.4727222407198504e6,1.474393468519301e6
1.4764290872717765e6,1.4819838871687336e6,1.476765313542925e6,1.4731321895450356e6,1.4760958599314878e6,1.4773337540431202e6,1.4776404774583566e6,1.4751253760137747e6,1.47614695561519e6,1.4738605401331822e6,1.4753421388555032e6,1.4778661374380994e6,1.473750655216855e6,1.475719697044601e6,1.4737194177473134e6,1.4746172961104207e6,1.4743778848151222e6,1.475736280987238e6,1.4783559891126067e6,1.4756706483705437e6,1.4737612317974218e6,1.4765855601957126e6,1.4759428788198452e6,1.476456004471954e6,1.4759471401926402e6,1.4775175545096921e6,1.4768929575349728e6,1.4758576433500114e6,1.477345488086587e6,1.4737055411738148e6,1.4772115592226794e6,1.4772567357747827e6,1.4749898176778983e6,1.4771777121801868e6,1.475288112886387e6,1.4747435651396841e6,1.4759940631389674e6,1.4776563590518902e6,1.4744195633353468e6,1.4751270565931255e6,1.4741807052436909e6,1.4756814253589623e6,1.474757253824947e6,1.4759370962768157e6,1.4781814619862186e6,1.4751589655619815e6,1.4758155210735472e6,1.4761786029080187e6,1.4772669447278187e6,1.478373311954786e6
1.4735749437744701e6,1.4759509740496578e6,1.4741376740580036e6,1.4738417482317355e6,1.4733538006883073e6,1.4721272208691607e6,1.4753712646507267e6,1.4746163635897997e6,1.4736022897316464e6,1.4746311953016883e6,1.4741648636753326e6,1.4729418703606462e6,1.4735602037586723e6,1.470068107534433e6,1.4708725055136408e6,1.4744615327816699e6,1.4753536455337284e6,1.4735678693553014e6,1.4742572242276443e6,1.4730354158591668e6,1.4746481527390825e6,1.4751513823222218e6,1.473927253015024e6,1.4751883535212257e6,1.4743534726446758e6,1.4731888087362647e6,1.4743278327794e6,1.474716839767674e6,1.4734383526519279e6,1.4740285901590262e6,1.4748697904706285e6,1.4740339182537356e6,1.4747078388371551e6,1.4753067442989466e6,1.4727590009239437e6,1.4742994622198504e6,1.4748098449333226e6,1.4737760048266368e6,1.4750129396326593e6,1.4767246982996939e6,1.4756019509733487e6,1.4754108277616971e6,1.4745173630234993e6,1.4741737136923955e6,1.4752388699609009e6,1.4741711825172564e6,1.4751590816294372e6,1.4747439129528564e6,1.4755234295330285e6,1.4736935067589357e6
1.4739635808837058e6,1.4732688637079515e6,1.472684721394753e6,1.4710896638193997e6,1.4774774988263445e6,1.4743801637652945e6,1.4722903807757148e6,1.4726042631760756e6,1.4724613992490708e6,1.4735386782368007e6,1.473905407633804e6,1.476677347440891e6,1.472826055130021e6,1.4766612204773063e6,1.4745012644886216e6,1.4734428299078254e6,1.4752878520734995e6,1.474130534392778e6,1.4746570448253583e6,1.4741041630345378e6,1.4720217021012667e6,1.47365633106048e6,1.4723816682243089e6,1.4728149085566076e6,1.4747599353394571e6,1.473487263341285e6,1.4733586900077167e6,1.4720938985598697e6,1.472033020491543e6,1.4740157024025978e6,1.4730495808416544e6,1.475063204459413e6,1.472006380626416e6,1.473124711466128e6,1.471830129209264e6,1.4741689785955388e6,1.4718416820363782e6,1.4729756886084303e6,1.4745582942319429e6,1.4729599697480618e6,1.473297828021166e6,1.4757381252887584e6,1.4721687557410165e6,1.4740960583557228e6,1.4737924318481446e6,1.4745739632535453e6,1.4749635042458843e6,1.47327949343527e6,1.4749535057281135e6,1.4740358327732184e6
1.476867782120834e6,1.4738507212366222e6,1.4788065708882487e6,1.4767388247902656e6,1.476954971138611e6,1.476462808520507e6,1.4751063170233266e6,1.4746180587200546e6,1.4758987468068544e6,1.473673472132299e6,1.4747531093906804e6,1.473899988822714e6,1.4759098013254164e6,1.4721024645866232e6,1.472561475290221e6,1.4749080280701146e6,1.4775161751541803e6,1.4738472324010215e6,1.4729140856796373e6,1.472145008633012e6,1.4756977312593677e6,1.4755153147160094e6,1.4719120609361331e6,1.476521582701941e6,1.4747090212771853e6,1.4748956617411117e6,1.4742064336585682e6,1.4769914554408216e6,1.4747749230808385e6,1.474496342109043e6,1.4740229588642416e6,1.4742397411276074e6,1.4749000399704804e6,1.4772302010248282e6,1.4748306459367014e6,1.4746976128320782e6,1.476209952984895e6,1.4744588387053434e6,1.474519277751463e6,1.4750794275287667e6,1.4737772675626783e6,1.4763329770605597e6,1.472875160328087e6,1.4763610566373123e6,1.4747760660014888e6,1.4744502971374537e6,1.4749284683707105e6,1.4767388516941275e6,1.4761072805497213e6,1.4741752454052516e6
1.4703815551954082e6,1.4762085019488523e6,1.4762826301975264e6,1.4742781976803592e6,1.4738810965175221e6,1.4768070312826873e6,1.4753307171949528e6,1.4755079387751422e6,1.4754389646902957e6,1.4743155936002901e6,1.4754806402575264e6,1.4765522750901356e6,1.4768625084164243e6,1.472839197454134e6,1.4742325111723945e6,1.4719912397522517e6,1.4740921645067025e6,1.476182327886382e6,1.4763432381451877e6,1.4739243292726274e6,1.473530261539441e6,1.4752863520870192e6,1.4747574928035086e6,1.4756744813066912e6,1.473110863167868e6,1.4760917398666767e6,1.473013493562364e6,1.4764794169362886e6,1.4748651951354106e6,1.4757287482321465e6,1.4759924818804984e6,1.4758559217942737e6,1.4754068989180373e6,1.4732812310403886e6,1.4751356174352474e6,1.474056497029341e6,1.4735172621007748e6,1.473800282521276e6,1.4749071821332658e6,1.4730544750146708e6,1.474282571198151e6,1.4750028154537005e6,1.4732773727957595e6,1.47504362514982e6,1.4734514732400533e6,1.4743460335931156e6,1.4744200037428075e6,1.4729893605787873e6,1.4737249384035254e6,1.4730912079952974e6
1.4767803967644859e6,1.4707621862037126e6,1.475654874393592e6,1.4755752290199134e6,1.4759474577622074e6,1.4732920024611757e6,1.472862968667165e6,1.4748154027134506e6,1.4706564759108247e6,1.4746703445704433e6,1.4729884463320812e6,1.4732582210076707e6,1.4722725648209127e6,1.4748955623042122e6,1.475245122259287e6,1.4762017142920967e6,1.4721684820953845e6,1.4720951082685252e6,1.4732776565011397e6,1.4749038762974646e6,1.476654685884089e6,1.474719433833691e6,1.4737969890216456e6,1.4763424309967253e6,1.4740721521302948e6,1.4729891937829e6,1.4732560316714584e6,1.473956090662879e6,1.475356626060405e6,1.4741602869377912e6,1.474651840479101e6,1.4737939682305497e6,1.4738224050210074e6,1.475399248295137e6,1.47604944439051e6,1.473208672384955e6,1.4750700588098401e6,1.4740641701449002e6,1.473098039831454e6,1.4747872457389545e6,1.4745732740874358e6,1.4744430306810285e6,1.4732871491703251e6,1.4753366692009978e6,1.4754334757093037e6,1.4747974394402164e6,1.4744410240489389e6,1.4731285943493298e6,1.4738030498981336e6,1.4720975027305456e6
