runtime
1.69125
1.615016667
1.6527
1.677466667
1.6441
2.132233333
1.712266667
1.631316667
1.709266667
1.682233333
1.698866667
1.611066667
1.78965
1.759633333
1.703683333
1.711866667
1.703866667
1.92605
1.62655
1.961283333
1.841866667
1.842566667
1.730183333
1.700016667
1.69395
1.693783333
1.782116667
1.673916667
1.695266667
1.753116667
1.757733333
1.8842
1.903016667
2.257183333
2.151633333
3.126666667
3.751083333
3.7421
2.97325
2.146133333
3.5489
3.1589
2.201766667
2.02255
2.2321
2.870833333
3.83185
2.87045
2.046783333
1.98345
2.458133333
3.563533333
4.0732
3.7659
2.936183333
3.784733333
3.7574
2.2708
2.058666667
3.1191
4.018166667
2.122766667
2.341416667
2.36785
2.0642
3.409733333
3.95185
3.78415
3.7863
3.807316667
3.8421
3.980433333
2.4339
2.0965
3.180016667
3.997383333
3.74005
3.83195
4.021133333
3.940633333
