mean
1.558524382
1.55757565
1.560106129
1.55829652
1.558382467
1.557372135
1.561113329
1.559579828
1.557801159
1.560972681
1.557415188
1.560142589
1.559068817
1.558427116
1.558914837
1.559636654
1.55746929
1.559640497
1.559182184
1.557049686
1.559609881
1.555706044
1.558266827
1.558713847
1.559048085
1.559009693
1.556176367
1.559480347
1.559015467
1.557330769
1.558098488
1.557296053
1.557700616
1.559150664
1.560312856
1.558756328
1.55668098
1.557121165
1.557040178
1.558417547
1.558614605
1.555966684
1.559855497
1.559638316
1.559962669
1.557838642
1.558523876
1.557577121
1.558313162
1.556682386
1.557395477
1.557850936
1.558171759
1.557402387
1.558222371
1.557166349
1.560507089
1.560102842
1.557123436
1.558011133
1.559017322
1.55914448
1.559057161
1.559257394
1.560067592
1.560237395
1.559898359
1.557942223
1.556595974
1.558222196
1.561924924
1.558138226
1.558564675
1.558465972
1.557740637
1.557848886
1.559093722
1.557516375
1.558498771
1.557855779
