runtime
1.570383333
1.481733333
1.724416667
1.684533333
1.71355
1.73995
1.707916667
1.717716667
1.7497
1.814533333
1.786366667
1.623833333
1.661966667
1.719366667
1.65785
1.715583333
1.76
1.7695
1.825483333
1.65075
1.725616667
1.697733333
1.636433333
1.723816667
1.673616667
1.805866667
1.903983333
1.789633333
1.61945
1.545433333
2.0066
3.80705
2.7455
1.949733333
1.92995
2.16605
1.9896
1.933233333
1.965083333
1.956616667
1.901383333
2.0056
1.9034
1.9636
1.933433333
1.947133333
1.898533333
1.83135
1.932683333
1.86755
1.939966667
1.951383333
1.986183333
1.94185
1.8914
2.152566667
2.0549
2.048366667
1.993733333
1.9181
