mean
1.559151875
1.55724266
1.55852958
1.559773384
1.556787638
1.558115351
1.559657497
1.558129481
1.557875418
1.558947728
1.560169923
1.55882412
1.5573743
1.557905674
1.55513217
1.559351585
1.559859381
1.557916727
1.558565656
1.5581062
1.556924659
1.559021767
1.562227052
1.55864922
1.558853756
1.559650559
1.56009299
1.559266149
1.555620668
1.558502709
1.557955882
1.560256385
1.55510108
1.558811286
1.557846972
1.558469683
1.560294905
1.556793161
1.558350728
1.558099671
1.558411033
1.557153654
1.557366978
1.560025337
1.55951618
1.558712583
1.559662741
1.558243866
1.557344829
1.558689123
1.559907165
1.559037508
1.555067569
1.559928787
1.558399337
1.557228704
1.559337427
1.55904569
1.558617709
1.556985144
