runtime
1.806
1.9562
1.8316
1.926466667
1.742633333
1.848816667
1.916133333
1.776716667
1.734216667
1.792716667
1.774416667
1.794466667
1.63455
1.869583333
1.66415
1.87415
1.811816667
1.882833333
1.872733333
1.784783333
2.186533333
1.712416667
1.68335
2.1725
1.853366667
2.029266667
1.836233333
1.8314
2.000866667
1.954483333
1.9159
1.7765
2.118916667
1.861766667
1.754616667
1.593366667
1.61635
1.583
1.603483333
2.524566667
2.9116
1.972516667
1.811716667
1.772616667
1.699333333
2.204716667
2.592566667
2.434733333
1.986266667
1.975583333
